ordinal,case_id,category,conversation_id,turn_index,http_status,question,answer,citations_text,evidence_titles_joined,answer_quality_score_0_10,factual_correctness_0_4,question_focus_0_2,completeness_0_1_5,citation_support_0_1_5,clarity_style_0_1,cap_rule_applied,critical_fail,retrieval_evidence_score_0_10,missing_expected_slots_joined,forbidden_hits_joined,audit_notes
96,G5K_0096,explanation,,1,200,bien gioi 1950 giup khang chien chuyen bien the nao?,"Chiến dịch Biên giới Thu–Đông 1950 đã **khai thông biên giới**, **mở rộng căn cứ** địa kháng chiến và giúp cuộc kháng chiến chống Pháp chuyển sang **thế chủ động** hơn. [1]","[1]: Chiến dịch Biên giới Thu-Đông 1950 :: Chuẩn hóa theo canonical fact BIEN_GIOI_1950_MEANING: Chiến dịch Biên giới Thu Đông 1950 có ý nghĩa khai thông biên giới, mở rộng căn cứ địa và giúp cuộc kháng chiến chống Pháp chuyển sang thế chủ động hơn.. [TITLE] Chiến dịch Biên giới Thu-Đông 1950 - canonical answer evidence [SUMMARY] Chiến dịch Biên giới Thu-Đông 1950 khai thông biên giới Việt-...","Chiến dịch Biên giới Thu-Đông 1950 | Diễn biến chính thời kỳ 1945-1954 | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Năm 1939, Chiến tranh thế giới thứ hai và chuyển hướng chiến lược | Năm 1939: Chiến tranh thế giới thứ hai và Hội nghị Trung ương 6",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
97,G5K_0097,explanation,,1,200,Giải thích ngắn vì sao Đường Trường Sơn là một mốc quan trọng.,"Đường Trường Sơn là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ. [1]","[1]: Năm 1959: Đoàn 559 và đường Trường Sơn :: Chuẩn hóa theo canonical fact TRUONG_SON_SUPPORT: Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.. [TITLE] Năm 1959: Đoàn 559 và đường Trường Sơn [SUMMARY] Ngày 19/5/1959, Đoàn 559 ...",Năm 1959: Đoàn 559 và đường Trường Sơn | Bắt đầu xây dựng đường Trường Sơn (đường Hồ Chí Minh) – huyết mạch chi viện miền Nam (1959) | Đường Trường Sơn - canonical answer evidence | Mốc ngày 19/5/1959 trong lịch sử Việt Nam 1954-1975 | Bối cảnh chính của Đường Trường Sơn và Đoàn 559,8.15,2.8,2.0,1.0,1.35,1.0,,False,10.0,chi viện miền Nam | Không,,
98,G5K_0098,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Phong trào Đồng Khởi tác động ra sao?","Theo nguyên nhân - kết quả, Phong trào Đồng Khởi giai đoạn **1959-1960** đã **phá thế kìm kẹp**, làm cho cách mạng miền Nam **giữ gìn lực lượng sang thế tiến công**, và tạo cơ sở cho **Mặt trận Dân tộc Giải phóng miền Nam** ra đời. [1]","[1]: Đồng Khởi là chuyển biến quan trọng ở miền Nam :: Chuẩn hóa theo canonical fact DONG_KHOI_MEANING: Đồng Khởi 1959-1960 làm thay đổi thế cách mạng miền Nam: từ thế giữ gìn lực lượng sang thế tiến công, phá thế kìm kẹp ở nhiều nơi và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời.. [TITLE] Đồng Khởi là chuyển biến quan trọng ở miền Nam [SUMMARY] Đồng Khởi 1959-1960 là chuyển bi...",Đồng Khởi là chuyển biến quan trọng ở miền Nam | Bối cảnh chính của Phong trào Đồng Khởi | Cao trào kháng Nhật cứu nước năm 1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Chiến thắng Phước Long cuối 1974 - đầu 1975,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
99,G5K_0099,explanation,,1,200,"Nếu học sinh hỏi Ngày 30/4/1975 quan trọng ở đâu, nên trả lời thế nào?","Ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước [1]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact APRIL_30_1975_MEANING: Ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước.. [TITLE] Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 [SUMMARY] Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa X...",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Bối cảnh chính của Chiến dịch Hồ Chí Minh | Phân biệt 30/4/1975 với mốc Quốc hội hoàn tất thống nhất nhà nước | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột,4.0,4.0,0.5,1.5,1.5,1.0,forbidden/wrong entity hit,True,10.0,,2/9/1945,
100,G5K_0100,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Hậu phương miền Bắc tác động ra sao?","Hậu phương miền Bắc tác động ra **miền Nam** theo quan hệ nguyên nhân - kết quả là: miền Bắc giữ vai trò **hậu phương lớn**, từ đó **chi viện người và vật chất** cho tiền tuyến, góp phần tạo sức mạnh để đấu tranh ở miền Nam. [1]","[1]: Năm 1959: Đoàn 559 và đường Trường Sơn :: Chuẩn hóa theo canonical fact NORTH_REAR_BASE_SUPPORT: Miền Bắc giữ vai trò hậu phương lớn trong kháng chiến chống Mỹ vì xây dựng lực lượng và chi viện người, vật chất cho tiền tuyến miền Nam.. [TITLE] Năm 1959: Đoàn 559 và đường Trường Sơn [SUMMARY] Ngày 19/5/1959, Đoàn 559 được thành lập. [YEAR] 1959 [YEARS] 1959 [DATES] [PERIOD] 1959",Năm 1959: Đoàn 559 và đường Trường Sơn | Bắt đầu xây dựng đường Trường Sơn (đường Hồ Chí Minh) – huyết mạch chi viện miền Nam (1959) | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Bối cảnh chính của Điện Biên Phủ trên không | Chiến thắng Phước Long cuối 1974 - đầu 1975,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
101,G5K_0101,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Đường Trường Sơn tác động ra sao?","Đường Trường Sơn là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ. [1]","[1]: Năm 1959: Đoàn 559 và đường Trường Sơn :: Chuẩn hóa theo canonical fact TRUONG_SON_SUPPORT: Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.. [TITLE] Năm 1959: Đoàn 559 và đường Trường Sơn [SUMMARY] Ngày 19/5/1959, Đoàn 559 ...",Năm 1959: Đoàn 559 và đường Trường Sơn | Bắt đầu xây dựng đường Trường Sơn (đường Hồ Chí Minh) – huyết mạch chi viện miền Nam (1959) | Đường Trường Sơn - canonical answer evidence | Mốc ngày 19/5/1959 trong lịch sử Việt Nam 1954-1975 | Bối cảnh chính của Đường Trường Sơn và Đoàn 559,8.15,2.8,2.0,1.0,1.35,1.0,,False,10.0,chi viện miền Nam | Không,,
102,G5K_0102,explanation,,1,200,"Nếu học sinh hỏi Hậu phương miền Bắc quan trọng ở đâu, nên trả lời thế nào?","Có thể trả lời ngắn gọn: **Miền Bắc là hậu phương lớn, quan trọng ở chỗ đã chi viện người và vật chất cho tiền tuyến miền Nam, góp phần quyết định vào cuộc kháng chiến chống Mỹ.** [1]","[1]: Năm 1959: Đoàn 559 và đường Trường Sơn :: Chuẩn hóa theo canonical fact NORTH_REAR_BASE_SUPPORT: Miền Bắc giữ vai trò hậu phương lớn trong kháng chiến chống Mỹ vì xây dựng lực lượng và chi viện người, vật chất cho tiền tuyến miền Nam.. [TITLE] Năm 1959: Đoàn 559 và đường Trường Sơn [SUMMARY] Ngày 19/5/1959, Đoàn 559 được thành lập. [YEAR] 1959 [YEARS] 1959 [DATES] [PERIOD] 1959",Năm 1959: Đoàn 559 và đường Trường Sơn | Bắt đầu xây dựng đường Trường Sơn (đường Hồ Chí Minh) – huyết mạch chi viện miền Nam (1959) | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Chiến tranh đặc biệt ở miền Nam giai đoạn 1961-1965,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
103,G5K_0103,explanation,,1,200,Giải thích ngắn vì sao Phong trào Đồng Khởi là một mốc quan trọng.,"Phong trào Đồng Khởi (1959-1960) là một mốc quan trọng vì đã **giữ gìn lực lượng sang thế tiến công**, **phá thế kìm kẹp** ở nhiều nơi, và tạo cơ sở cho **Mặt trận Dân tộc Giải phóng miền Nam** ra đời, qua đó làm thay đổi cục diện cách mạng miền Nam. [1][3]","[1]: Đồng Khởi là chuyển biến quan trọng ở miền Nam :: Chuẩn hóa theo canonical fact DONG_KHOI_MEANING: Đồng Khởi 1959-1960 làm thay đổi thế cách mạng miền Nam: từ thế giữ gìn lực lượng sang thế tiến công, phá thế kìm kẹp ở nhiều nơi và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời.. [TITLE] Đồng Khởi là chuyển biến quan trọng ở miền Nam [SUMMARY] Đồng Khởi 1959-1960 là chuyển bi... | [3]: Bối cảnh chính của Phong trào Đồng Khởi :: Phong trào Đồng Khởi, tiêu biểu từ Bến Tre tháng 1/1960, đánh dấu bước phát triển của cách mạng miền Nam và làm tan rã từng mảng chính quyền cơ sở đối phương.",Đồng Khởi là chuyển biến quan trọng ở miền Nam | Cao trào kháng Nhật cứu nước năm 1945 | Bối cảnh chính của Phong trào Đồng Khởi | Ý nghĩa Cách mạng Tháng Tám 1945 | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
104,G5K_0104,explanation,,1,200,Chiến dịch Biên giới Thu Đông 1950 có ý nghĩa chính như thế nào trong giai đoạn 1930-1975?,"Chiến dịch Biên giới Thu Đông 1950 có ý nghĩa chính là **khai thông biên giới**, **mở rộng căn cứ địa** và đưa cuộc kháng chiến chống Pháp chuyển sang **thế chủ động** hơn. [1]","[1]: Chiến dịch Biên giới Thu-Đông 1950 :: Chuẩn hóa theo canonical fact BIEN_GIOI_1950_MEANING: Chiến dịch Biên giới Thu Đông 1950 có ý nghĩa khai thông biên giới, mở rộng căn cứ địa và giúp cuộc kháng chiến chống Pháp chuyển sang thế chủ động hơn.. [TITLE] Chiến dịch Biên giới Thu-Đông 1950 - canonical answer evidence [SUMMARY] Chiến dịch Biên giới Thu-Đông 1950 khai thông biên giới Việt-...",Chiến dịch Biên giới Thu-Đông 1950 | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Diễn biến chính thời kỳ 1945-1954 | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Chiến thắng Phước Long cuối 1974 - đầu 1975,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
105,G5K_0105,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Cách mạng Tháng Tám 1945 tác động ra sao?","Nguyên nhân: năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động. Kết quả: Cách mạng Tháng Tám 1945 đã giành chính quyền về tay nhân dân trên cả nước, từ đó dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945. [1]","[1]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Chuẩn hóa theo canonical fact CMT8_1945_CAUSE_RESULT_STRUCTURE: Nguyên nhân: năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động. Kết quả: Cách mạng Tháng Tám 1945 giành chính quyền về tay nhân dân trên cả nước, dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1...",Ý nghĩa Cách mạng Tháng Tám 1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Nguồn trực tiếp: Bình dân học vụ chống nạn mù chữ sau Cách mạng Tháng Tám | Bình dân học vụ sau Cách mạng Tháng Tám | Chiến thắng Phước Long cuối 1974 - đầu 1975,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
106,G5K_0106,explanation,,1,200,Giải thích ngắn vì sao Chiến thắng Việt Bắc Thu Đông 1947 là một mốc quan trọng.,"Chiến thắng Việt Bắc Thu Đông 1947 là một mốc quan trọng vì đã làm phá sản chiến lược **đánh nhanh thắng nhanh** của Pháp, góp phần **bảo vệ căn cứ Việt Bắc**, và tạo điều kiện để cuộc **kháng chiến lâu dài** của ta tiếp tục phát triển. [1]","[1]: Chiến dịch Việt Bắc Thu-Đông 1947 :: Chuẩn hóa theo canonical fact VIET_BAC_1947_MEANING: Chiến thắng Việt Bắc Thu Đông 1947 quan trọng vì đánh bại chiến lược đánh nhanh thắng nhanh của Pháp, bảo vệ căn cứ địa Việt Bắc và tạo điều kiện để cuộc kháng chiến chống Pháp tiếp tục lâu dài.. [TITLE] Chiến dịch Việt Bắc Thu-Đông 1947 - canonical answer evidence [SUMMARY] Chiến dịch Việt Bắc T...",Chiến dịch Việt Bắc Thu-Đông 1947 | Diễn biến chính thời kỳ 1945-1954 | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
107,G5K_0107,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Chiến thắng Điện Biên Phủ 1954 tác động ra sao?","Chiến thắng Điện Biên Phủ 1954 là một **mốc quyết định**: nó **đánh bại** ý chí xâm lược của Pháp, làm phá sản Kế hoạch Nava, tác động trực tiếp tới **Genève 1954**, đồng thời về quốc tế còn **suy yếu chủ nghĩa thực dân** và **cổ vũ phong trào giải phóng dân tộc**. [1][3]","[1]: Ý nghĩa Chiến thắng Điện Biên Phủ 1954 :: Chuẩn hóa theo canonical fact DBP_1954_INTERNATIONAL_IMPACT: Điện Biên Phủ 1954 là mốc quyết định trong kháng chiến chống Pháp: thắng lợi này đánh bại ý chí xâm lược của Pháp, làm phá sản Kế hoạch Nava và tác động trực tiếp tới Hội nghị Genève 1954; về quốc tế, nó làm suy yếu chủ nghĩa thực dân và cổ vũ phong trào giải phóng dân tộc.. [TITLE] Ý ngh... | [3]: Chiến thắng Điện Biên Phủ - canonical answer evidence :: Ngày 7/5/1954, Chiến dịch Điện Biên Phủ kết thúc thắng lợi. Chiến thắng làm phá sản Kế hoạch Nava và tác động trực tiếp đến đàm phán Genève.",Ý nghĩa Chiến thắng Điện Biên Phủ 1954 | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Chiến thắng Điện Biên Phủ - canonical answer evidence | Mốc ngày 7/5/1954 trong lịch sử Việt Nam 1945-1954 | So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
108,G5K_0108,explanation,,1,200,"Nói theo nguyên nhân - kết quả, Hiệp định Genève 1954 tác động ra sao?","Theo nguyên nhân - kết quả, Hiệp định Genève 1954 là kết quả của thắng lợi và đàm phán, từ đó góp phần **kết thúc chiến tranh** ở Đông Dương, quy định **vĩ tuyến 17** là **giới tuyến quân sự tạm thời**, **không phải biên giới vĩnh viễn**, và dự kiến sẽ có **tổng tuyển cử** để thống nhất đất nước sau đó. [1][3][4]","[1]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Chuẩn hóa theo canonical fact GENEVE_1954_17TH_PARALLEL: Hiệp định Genève 1954 là mốc quan trọng vì góp phần kết thúc chiến tranh ở Đông Dương, quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời, không phải biên giới vĩnh viễn, và gắn với dự kiến tổng tuyển cử thống nhất đất nước.. [TITLE] So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 [SUM... | [3]: Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève :: Sau Hiệp định Genève 1954, tổng tuyển cử thống nhất dự kiến vào năm 1956 nhưng không được thực hiện. | [4]: Nguồn trực tiếp: Hiệp định Genève 1954 quy định đình chỉ chiến sự và giới tuyến tạm thời :: Hiệp định Genève 1954 về Đông Dương gắn với đình chỉ chiến sự; đối với Việt Nam, giới tuyến quân sự tạm thời được xác định ở vĩ tuyến 17.",So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | Phân biệt Hiệp định Genève 1954 và Hiệp định Paris 1973 | Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève | Nguồn trực tiếp: Hiệp định Genève 1954 quy định đình chỉ chiến sự và giới tuyến tạm thời | So sánh Điện Biên Phủ 1954 và Hiệp định Genève 1954,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
