ordinal,case_id,category,conversation_id,turn_index,question,gold_fact_id,gold_topic,expected_answer_slots,forbidden_slots,gold_evidence_hints,canonical_answer,critical,notes
171,G5K_0171,timeline,,1,Từ Việt Minh đến Đội Việt Nam Tuyên truyền Giải phóng quân gồm những mốc nào cần nhớ theo thứ tự thời gian?,VIET_MINH_TO_VNTTGPQ_TIMELINE,Từ Việt Minh đến Đội Việt Nam Tuyên truyền Giải phóng quân,"[""1941"", ""22/12/1944"", ""lực lượng vũ trang""]","[""đồng nhất mặt trận chính trị với lực lượng vũ trang""]","[""Việt Minh"", ""22/12/1944"", ""lực lượng vũ trang""]","Thứ tự cần nhớ: năm 1941 Việt Minh ra đời, tập hợp lực lượng giải phóng dân tộc; sau đó ngày 22/12/1944 Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập, là lực lượng vũ trang cách mạng quan trọng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
172,G5K_0172,timeline,,1,ke theo thu tu thoi gian nhat dao chinh phap den ngay doc lap?,NHAT_DAO_CHINH_TO_DOC_LAP_TIMELINE,Từ Nhật đảo chính Pháp đến Tuyên ngôn Độc lập,"[""9/3/1945"", ""Tổng khởi nghĩa tháng 8"", ""2/9/1945""]","[""19/8/1945 là Tuyên ngôn Độc lập""]","[""1945"", ""tuyen ngon doc lap""]","Timeline từ Nhật đảo chính Pháp đến Tuyên ngôn Độc lập: ngày 9/3/1945 Nhật đảo chính Pháp ở Đông Dương; tháng 8/1945 diễn ra Tổng khởi nghĩa giành chính quyền; ngày 2/9/1945 Hồ Chí Minh đọc Tuyên ngôn Độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
173,G5K_0173,timeline,,1,Hãy tóm tắt timeline Từ Hiệp định Sơ bộ đến Toàn quốc kháng chiến năm 1946 bằng vài mốc cốt lõi.,HIEP_DINH_SO_BO_TO_TOAN_QUOC_1946_TIMELINE,Từ Hiệp định Sơ bộ đến Toàn quốc kháng chiến năm 1946,"[""6/3/1946"", ""14/9/1946"", ""19/12/1946""]","[""chỉ nêu Toàn quốc kháng chiến mà bỏ Hiệp định Sơ bộ""]","[""Hiệp định Sơ bộ"", ""Tạm ước"", ""Toàn quốc kháng chiến"", ""19/12/1946""]","Tuyến sự kiện năm 1946 có thể nhớ theo thứ tự: Hiệp định Sơ bộ Việt - Pháp ngày 6/3/1946, Tạm ước Việt - Pháp ngày 14/9/1946, rồi Toàn quốc kháng chiến bùng nổ ngày 19/12/1946.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
174,G5K_0174,timeline,,1,Từ Nhật đảo chính Pháp đến Tuyên ngôn Độc lập gồm những mốc nào cần nhớ theo thứ tự thời gian?,NHAT_DAO_CHINH_TO_DOC_LAP_TIMELINE,Từ Nhật đảo chính Pháp đến Tuyên ngôn Độc lập,"[""9/3/1945"", ""Tổng khởi nghĩa tháng 8"", ""2/9/1945""]","[""19/8/1945 là Tuyên ngôn Độc lập""]","[""1945"", ""tuyen ngon doc lap""]","Timeline từ Nhật đảo chính Pháp đến Tuyên ngôn Độc lập: ngày 9/3/1945 Nhật đảo chính Pháp ở Đông Dương; tháng 8/1945 diễn ra Tổng khởi nghĩa giành chính quyền; ngày 2/9/1945 Hồ Chí Minh đọc Tuyên ngôn Độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
175,G5K_0175,timeline,,1,Hãy tóm tắt timeline Đồng Khởi và Mặt trận Dân tộc Giải phóng miền Nam bằng vài mốc cốt lõi.,DONG_KHOI_TO_NLF_1960,Đồng Khởi và Mặt trận Dân tộc Giải phóng miền Nam,"[""Đồng Khởi 1959-1960"", ""20/12/1960"", ""Mặt trận Dân tộc Giải phóng miền Nam""]","[""Việt Minh 1941""]","[""20/12/1960"", ""mat tran dan toc giai phong""]","Từ Đồng Khởi đến Mặt trận Dân tộc Giải phóng miền Nam cần nhớ: phong trào Đồng Khởi 1959-1960 đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công; ngày 20/12/1960, Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
176,G5K_0176,timeline,,1,Các mốc chống Mỹ 1960-1973 gồm những mốc nào cần nhớ theo thứ tự thời gian?,ANTI_US_1960_1973_TIMELINE,Các mốc chống Mỹ 1960-1973,"[""1960"", ""1968"", ""1972"", ""1973""]","[""bỏ mốc 1972""]","[""1960"", ""Tết Mậu Thân"", ""Điện Biên Phủ trên không"", ""Paris""]",Các mốc chống Mỹ 1960-1973 có thể sắp xếp ngắn: năm 1960 Mặt trận Dân tộc Giải phóng miền Nam ra đời; năm 1968 Tết Mậu Thân tạo tác động chính trị lớn; cuối năm 1972 Điện Biên Phủ trên không đánh bại B-52; ngày 27/1/1973 ký Hiệp định Paris.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
177,G5K_0177,timeline,,1,Hãy tóm tắt timeline Ba mốc lớn 1945 - 1954 - 1975 bằng vài mốc cốt lõi.,THREE_MILESTONES_1945_1954_1975,Ba mốc lớn 1945 - 1954 - 1975,"[""1945"", ""1954"", ""1975""]","[""chỉ trả lời riêng năm 1975""]","[""1945"", ""1954"", ""1975"", ""Điện Biên Phủ"", ""Tuyên ngôn Độc lập""]","Ba mốc lớn có thể nhớ ngắn gọn: năm 1945 gắn với Cách mạng Tháng Tám và Tuyên ngôn Độc lập khai sinh nước Việt Nam Dân chủ Cộng hòa; năm 1954 gắn với Chiến thắng Điện Biên Phủ và Hiệp định Genève; năm 1975 gắn với giải phóng miền Nam, kết thúc chiến tranh.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
178,G5K_0178,timeline,,1,Từ Việt Bắc 1947 đến Biên giới 1950 gồm những mốc nào cần nhớ theo thứ tự thời gian?,VIET_BAC_1947_TO_BIEN_GIOI_1950_TIMELINE,Từ Việt Bắc 1947 đến Biên giới 1950,"[""Việt Bắc 1947"", ""Biên giới 1950"", ""thế chủ động""]","[""đảo thứ tự 1950 trước 1947""]","[""Việt Bắc Thu Đông 1947"", ""Biên giới Thu Đông 1950"", ""thế chủ động""]","Thứ tự đúng là Việt Bắc Thu Đông 1947 diễn ra trước, giúp bảo vệ căn cứ và đánh bại chiến lược đánh nhanh thắng nhanh; sau đó Chiến dịch Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
179,G5K_0179,timeline,,1,geneve den tong tuyen cu khong dien ra gom moc nao?,GENEVE_1954_TO_1956_ELECTION_TIMELINE,Từ Genève 1954 đến tổng tuyển cử 1956 không diễn ra,"[""1954"", ""1956"", ""không được thực hiện"", ""chia cắt""]","[""trả ba mốc 1945-1954-1975""]","[""Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève"", ""Genève"", ""1956""]","Từ Genève 1954 đến tổng tuyển cử cần nhớ: Hiệp định Genève năm 1954 xác lập giới tuyến quân sự tạm thời; tổng tuyển cử thống nhất đất nước dự kiến vào năm 1956 nhưng không được thực hiện, khiến tình trạng chia cắt kéo dài.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
180,G5K_0180,timeline,,1,Từ Buôn Ma Thuột đến Huế trong Tổng tiến công mùa Xuân 1975 gồm những mốc nào cần nhớ theo thứ tự thời gian?,BUON_MA_THUOT_TO_HUE_1975_TIMELINE,Từ Buôn Ma Thuột đến Huế trong Tổng tiến công mùa Xuân 1975,"[""10/3/1975"", ""26/3/1975"", ""Huế""]","[""chỉ nêu một trong hai mốc""]","[""Buôn Ma Thuột"", ""10/3/1975"", ""Huế"", ""26/3/1975""]","Theo thứ tự thời gian trong Tổng tiến công mùa Xuân 1975: Buôn Ma Thuột mở màn thắng lợi ngày 10/3/1975, sau đó đà tiến công phát triển nhanh và Huế được giải phóng ngày 26/3/1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
181,G5K_0181,timeline,,1,Sắp xếp ngắn các mốc chính trong tuyến sự kiện Các mốc Việt Nam Dân chủ Cộng hòa lúc mới ra đời.,EARLY_VNDCCH_1945_1946_TIMELINE,Các mốc Việt Nam Dân chủ Cộng hòa lúc mới ra đời,"[""2/9/1945"", ""Hiến pháp 1946"", ""19/12/1946""]","[""nhầm với giai đoạn chống Mỹ""]","[""2/9/1945"", ""Hiến pháp 1946"", ""19/12/1946""]",Các mốc chính của Việt Nam Dân chủ Cộng hòa lúc mới ra đời có thể nhớ: ngày 2/9/1945 Tuyên ngôn Độc lập khai sinh nước Việt Nam Dân chủ Cộng hòa; năm 1946 Quốc hội thông qua Hiến pháp đầu tiên; ngày 19/12/1946 Toàn quốc kháng chiến bùng nổ.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
182,G5K_0182,timeline,,1,Hãy tóm tắt timeline Từ Hà Nội giành chính quyền đến Tuyên ngôn Độc lập bằng vài mốc cốt lõi.,CMT8_HANOI_TO_DECLARATION_TIMELINE,Từ Hà Nội giành chính quyền đến Tuyên ngôn Độc lập,"[""19/8/1945"", ""2/9/1945"", ""Việt Nam Dân chủ Cộng hòa""]","[""chỉ nêu 2/9/1945 mà bỏ mốc Hà Nội 19/8/1945""]","[""19/8/1945"", ""Tuyên ngôn Độc lập"", ""Việt Nam Dân chủ Cộng hòa""]","Tuyến sự kiện ngắn: ngày 19/8/1945, quần chúng Hà Nội giành chính quyền trong Cách mạng Tháng Tám; ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Ba Đình, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
183,G5K_0183,timeline,,1,Hãy tóm tắt timeline Các mốc chống Mỹ 1960-1973 bằng vài mốc cốt lõi.,ANTI_US_1960_1973_TIMELINE,Các mốc chống Mỹ 1960-1973,"[""1960"", ""1968"", ""1972"", ""1973""]","[""bỏ mốc 1972""]","[""1960"", ""Tết Mậu Thân"", ""Điện Biên Phủ trên không"", ""Paris""]",Các mốc chống Mỹ 1960-1973 có thể sắp xếp ngắn: năm 1960 Mặt trận Dân tộc Giải phóng miền Nam ra đời; năm 1968 Tết Mậu Thân tạo tác động chính trị lớn; cuối năm 1972 Điện Biên Phủ trên không đánh bại B-52; ngày 27/1/1973 ký Hiệp định Paris.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
184,G5K_0184,timeline,,1,tu ha noi gianh chinh quyen den tuyen ngon doc lap gom moc nao?,CMT8_HANOI_TO_DECLARATION_TIMELINE,Từ Hà Nội giành chính quyền đến Tuyên ngôn Độc lập,"[""19/8/1945"", ""2/9/1945"", ""Việt Nam Dân chủ Cộng hòa""]","[""chỉ nêu 2/9/1945 mà bỏ mốc Hà Nội 19/8/1945""]","[""19/8/1945"", ""Tuyên ngôn Độc lập"", ""Việt Nam Dân chủ Cộng hòa""]","Tuyến sự kiện ngắn: ngày 19/8/1945, quần chúng Hà Nội giành chính quyền trong Cách mạng Tháng Tám; ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Ba Đình, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
185,G5K_0185,timeline,,1,Sắp xếp ngắn các mốc chính trong tuyến sự kiện Chiến dịch Điện Biên Phủ 1954.,DBP_1954_MILESTONES,Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Him Lam"", ""56 ngày đêm"", ""7/5/1954""]","[""Điện Biên Phủ trên không 1972""]","[""13/3/1954"", ""dien bien phu""]","Các mốc ổn định của Chiến dịch Điện Biên Phủ: mở màn ngày 13/3/1954 với trận Him Lam, diễn ra 56 ngày đêm, và kết thúc thắng lợi ngày 7/5/1954.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
186,G5K_0186,comparison,,1,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh khác nhau ở những mốc và ý nghĩa nào?,TAY_NGUYEN_VS_HCM_CAMPAIGN,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh,"[""Tây Nguyên mở đầu"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","[""coi Chiến dịch Hồ Chí Minh là mở đầu""]","[""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
187,G5K_0187,comparison,,1,So sánh 30/4/1975 và 2/9/1945 khác nhau ở những mốc và ý nghĩa nào?,APR30_1975_VS_SEP2_1945,So sánh 30/4/1975 và 2/9/1945,"[""2/9/1945"", ""Việt Nam Dân chủ Cộng hòa"", ""30/4/1975"", ""kết thúc chiến tranh""]",[],"[""30/4/1975"", ""2/9/1945""]","Ngày 2/9/1945 gắn với Tuyên ngôn Độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa; ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước. Hai mốc khác ý nghĩa: một mốc khai sinh nhà nước độc lập, một mốc kết thúc chiến tranh và thống nhất.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
188,G5K_0188,comparison,,1,So sánh Hiệp định Sơ bộ và Toàn quốc kháng chiến khác nhau ở những mốc và ý nghĩa nào?,HIEP_DINH_SO_BO_VS_TOAN_QUOC_1946,So sánh Hiệp định Sơ bộ và Toàn quốc kháng chiến,"[""6/3/1946"", ""Hiệp định Sơ bộ"", ""ngoại giao"", ""19/12/1946"", ""Toàn quốc kháng chiến""]","[""đổi sang Nam Bộ kháng chiến""]","[""Hiệp định Sơ bộ"", ""6/3/1946"", ""Toàn quốc kháng chiến"", ""19/12/1946""]","Hiệp định Sơ bộ 6/3/1946 là bước đấu tranh ngoại giao/hòa hoãn tạm thời giữa Chính phủ Việt Nam Dân chủ Cộng hòa và Pháp; Toàn quốc kháng chiến 19/12/1946 là mốc bùng nổ kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về tính chất: một là thỏa thuận ngoại giao, một là chuyển sang kháng chiến toàn quốc.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
189,G5K_0189,comparison,,1,chien dich bien gioi va dien bien phu khac nhau?,BIEN_GIOI_1950_VS_DBP_1954,So sánh Biên giới 1950 và Điện Biên Phủ 1954,"[""Biên giới Thu Đông 1950"", ""khai thông biên giới"", ""Điện Biên Phủ 1954"", ""7/5/1954"", ""kháng chiến chống Pháp""]",[],"[""So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954""]","Chiến dịch Biên giới Thu Đông 1950 thuộc kháng chiến chống Pháp, chủ yếu khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn; Điện Biên Phủ 1954 cũng thuộc kháng chiến chống Pháp nhưng là chiến thắng quyết định, kết thúc thắng lợi ngày 7/5/1954 và tác động trực tiếp tới Hiệp định Genève. Hai sự kiện khác quy mô, mốc thời gian và ý nghĩa chiến lược.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
190,G5K_0190,comparison,,1,"So sánh ngắn So sánh Biên giới 1950 và Điện Biên Phủ 1954, tránh nhầm hai vế.",BIEN_GIOI_1950_VS_DBP_1954,So sánh Biên giới 1950 và Điện Biên Phủ 1954,"[""Biên giới Thu Đông 1950"", ""khai thông biên giới"", ""Điện Biên Phủ 1954"", ""7/5/1954"", ""kháng chiến chống Pháp""]",[],"[""So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954""]","Chiến dịch Biên giới Thu Đông 1950 thuộc kháng chiến chống Pháp, chủ yếu khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn; Điện Biên Phủ 1954 cũng thuộc kháng chiến chống Pháp nhưng là chiến thắng quyết định, kết thúc thắng lợi ngày 7/5/1954 và tác động trực tiếp tới Hiệp định Genève. Hai sự kiện khác quy mô, mốc thời gian và ý nghĩa chiến lược.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
191,G5K_0191,comparison,,1,"Nếu phải nêu hai vế rõ ràng, Hội nghị thành lập Đảng 1930 và Hội nghị Trung ương 8 năm 1941 nên trình bày thế nào?",PARTY_FOUNDING_1930_VS_TW8_1941,Hội nghị thành lập Đảng 1930 và Hội nghị Trung ương 8 năm 1941,"[""1930"", ""1941"", ""Việt Minh""]","[""coi hai hội nghị cùng chức năng""]","[""Hội nghị hợp nhất thành lập Đảng"", ""Hội nghị Trung ương 8"", ""Việt Minh""]",Hội nghị thành lập Đảng đầu năm 1930 gắn với việc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam; Hội nghị Trung ương 8 năm 1941 đặt nhiệm vụ giải phóng dân tộc lên hàng đầu và gắn với việc thành lập Việt Minh.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
